area,location,number_rooms,price_per_meter,url
"44,67 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,8 059 zł/m²,https://www.otodom.pl/oferta/2-pokoje-cisza-zielen-pod-klucz-ID4468L.html#11363db182
210 m²,"Wrocław, Fabryczna, Grabiszyn",4 pokoje,działka 606 m²,https://www.otodom.pl/oferta/krzyki-grabiszyn-dom-ogrod-park-grabiszynski-ID44678.html#11363db182
47 m²,"Wrocław, Krzyki",3 pokoje,6 936 zł/m²,https://www.otodom.pl/oferta/mieszkanie-47-m-wroclaw-ID4466U.html#11363db182
53 m²,"Wrocław, Krzyki",3 pokoje,6 358 zł/m²,https://www.otodom.pl/oferta/mieszkanie-53-m-wroclaw-ID4466R.html#11363db182
79 m²,"Wrocław, Krzyki",4 pokoje,6 924 zł/m²,https://www.otodom.pl/oferta/mieszkanie-79-m-wroclaw-ID4466T.html#11363db182
63 m²,"Wrocław, Śródmieście",3 pokoje,6 429 zł/m²,https://www.otodom.pl/oferta/mieszkanie-63-m-wroclaw-ID4466M.html#11363db182
119 m²,"Wrocław, Psie Pole, Kowale",4 pokoje,działka 200 m²,https://www.otodom.pl/oferta/promocja-nowy-blizniak-na-kowalach-ID4465L.html#11363db182
"26,98 m²","Wrocław, Krzyki",1 pokój,8 500 zł/m²,https://www.otodom.pl/oferta/krzyki-jagodno-1-pokoj-ID444kY.html#11363db182
"40,40 m²","Wrocław, Śródmieście",2 pokoje,14 450 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-bl3-1-3-5-2a-ID43SJY.html#11363db182
"40,20 m²","Wrocław, Śródmieście",2 pokoje,14 450 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-bl3-1-3-6-2a-ID43SK0.html#11363db182
63 m²,"Wrocław, Fabryczna, Kozanów",3 pokoje,6 825 zł/m²,https://www.otodom.pl/oferta/tanio-tylko-u-nas-ul-golezycka-ID44QFN.html#ba3fdd5d21
"59,30 m²","Wrocław, Krzyki, Jagodno",3 pokoje,7 000 zł/m²,https://www.otodom.pl/oferta/3-pokoje-na-jagodnie-ID443W1.html#ba3fdd5d21
"60,29 m²","Wrocław, Śródmieście, Biskupin",3 pokoje,10 450 zł/m²,https://www.otodom.pl/oferta/biskupin-taras-zielen-ID43VId.html#ba3fdd5d21
210 m²,"Wrocław, Krzyki, Borek",5 pokoi,działka 840 m²,https://www.otodom.pl/oferta/pol-blizniaka-na-borku-dzialka-840-mkw-ID3EGiY.html#ba3fdd5d21
54 m²,"Wrocław, Psie Pole, Różanka",3 pokoje,7 944 zł/m²,https://www.otodom.pl/oferta/dwustronne-3-pok-na-rozance-ID43mBB.html#ba3fdd5d21
"34,45 m²","Wrocław, Stare Miasto",2 pokoje,9 434 zł/m²,https://www.otodom.pl/oferta/szczepin-2-pokoje-media-miejskie-ID43I0W.html#ba3fdd5d21
"26,26 m²","Wrocław, dolnośląskie",1 pokój,10 050 zł/m²,https://www.otodom.pl/oferta/kawalerka-z-balkonem-srodmiescie-pl-grunwaldzki-ID445RI.html#ba3fdd5d21
45 m²,"Wrocław, Psie Pole, Wojnów",2 pokoje,8 333 zł/m²,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-45-m2-z-ogrodkiem-30m2-ID445A2.html#ba3fdd5d21
100 m²,"Wrocław, Śródmieście",4 pokoje,11 500 zł/m²,https://www.otodom.pl/oferta/duze-piekne-mieszkanie-100m2-w-centrum-wroclawia-ID445AZ.html#ba3fdd5d21
87 m²,"Wrocław, Psie Pole, Lipa Piotrowska",3 pokoje,6 770 zł/m²,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-87-m2-lipa-piotrowska-wrocl-ID445Nc.html#ba3fdd5d21
87 m²,"Wrocław, Krzyki, Klecina",3 pokoje,6 770 zł/m²,https://www.otodom.pl/oferta/klecina-haut-standard-garage-double-ID445P2.html#ba3fdd5d21
87 m²,"Wrocław, Krzyki, Klecina",3 pokoje,6 770 zł/m²,https://www.otodom.pl/oferta/klecina-haut-standard-garage-double-ID445P4.html#ba3fdd5d21
129 m²,"Wrocław, Śródmieście",3 pokoje,7 442 zł/m²,https://www.otodom.pl/oferta/lux-kamienica-grunwald-129m2-ID445KZ.html#ba3fdd5d21
"69,90 m²","Wrocław, dolnośląskie",3 pokoje,6 853 zł/m²,https://www.otodom.pl/oferta/perelka-kuzniki-70mkw-garaz-piwnica-ID445JN.html#ba3fdd5d21
"64,65 m²","Wrocław, Stare Miasto",3 pokoje,11 490 zł/m²,https://www.otodom.pl/oferta/3-pokoje-5minut-do-rynku-ID445zS.html#ba3fdd5d21
"165,15 m²","Wrocław, Stare Miasto",5 pokoi,13 183 zł/m²,https://www.otodom.pl/oferta/apartament-widok-na-rzeke-5-minut-do-rynku-ID445zn.html#ba3fdd5d21
67 m²,"Wrocław, Fabryczna, Gądów Mały",3 pokoje,6 900 zł/m²,https://www.otodom.pl/oferta/duze-i-sloneczne-m3-pelen-rozklad-ID445z8.html#ba3fdd5d21
63 m²,"Wrocław, Fabryczna, Kozanów",3 pokoje,6 159 zł/m²,https://www.otodom.pl/oferta/rozkladowe-3-4-pokoje-na-kozanowie-z-balkonem-ID445yx.html#ba3fdd5d21
"44,59 m²","Wrocław, Krzyki, Tarnogaj",2 pokoje,8 597 zł/m²,https://www.otodom.pl/oferta/2-pokoje-15-minut-do-centrum-tramwaj-ID445vK.html#ba3fdd5d21
45 m²,"Wrocław, Krzyki, Tarnogaj",2 pokoje,8 597 zł/m²,https://www.otodom.pl/oferta/2-pokoje-do-wlasnej-aranzacji-na-krzykach-ID445v1.html#ba3fdd5d21
"84,84 m²","Wrocław, Krzyki, Tarnogaj",4 pokoje,7 797 zł/m²,https://www.otodom.pl/oferta/15-minut-do-centrum-4pokoje-apartament-ID445rO.html#ba3fdd5d21
"32,71 m²","Wrocław, Fabryczna, Pilczyce",2 pokoje,7 857 zł/m²,https://www.otodom.pl/oferta/stylowe-2-pokoje-1-pietrokomunikacja-zielen-ID445pj.html#ba3fdd5d21
281 m²,"Wrocław, dolnośląskie",4 pokoje,działka 1 200 m²,https://www.otodom.pl/oferta/oltaszyn-lux-280m2-2004-r-ID445hO.html#ba3fdd5d21
"146,89 m²","Wrocław, Stare Miasto",4 pokoje,10 520 zł/m²,https://www.otodom.pl/oferta/grand-appartement-dans-une-zone-ferme-ID445fb.html#ba3fdd5d21
"165,15 m²","Wrocław, Stare Miasto",4 pokoje,13 183 zł/m²,https://www.otodom.pl/oferta/grand-appartement-dans-une-zone-ferme-ID445fc.html#ba3fdd5d21
"189,46 m²","Wrocław, Stare Miasto",5 pokoi,11 114 zł/m²,https://www.otodom.pl/oferta/2-balcons-au-bord-de-la-rivire-haut-standard-ID445fa.html#ba3fdd5d21
"67,35 m²","Wrocław, Stare Miasto",3 pokoje,10 877 zł/m²,https://www.otodom.pl/oferta/appartement-3-pices-lemplacement-souhaitable-ID445f8.html#ba3fdd5d21
"54,93 m²","Wrocław, Stare Miasto",2 pokoje,10 438 zł/m²,https://www.otodom.pl/oferta/appartement-claire-dans-une-cit-moderne-ID445f9.html#ba3fdd5d21
27 m²,"Wrocław, Fabryczna",1 pokój,11 074 zł/m²,https://www.otodom.pl/oferta/kawalerka-w-poblizu-ul-grabiszynskaiej-ID445dN.html#ba3fdd5d21
"55,19 m²","Wrocław, Stare Miasto",2 pokoje,10 196 zł/m²,https://www.otodom.pl/oferta/grandes-terasses-cuisine-spare-appart-ouest-ID445ce.html#ba3fdd5d21
"88,30 m²","Wrocław, Krzyki",3 pokoje,7 475 zł/m²,https://www.otodom.pl/oferta/dwupoziomowe-3-pok-z-balkonem-wysoki-standard-ID43p4A.html#ba3fdd5d21
"31,07 m²","Wrocław, Fabryczna, Nowy Dwór",1 pokój,8 980 zł/m²,https://www.otodom.pl/oferta/kawalerka-31-m2-na-nowym-dworze-ID4456P.html#ba3fdd5d21
45 m²,"Wrocław, Krzyki, Huby",2 pokoje,9 000 zł/m²,https://www.otodom.pl/oferta/nowe-mieszkanie-z-garazem-blisko-centrum-ID4456D.html#ba3fdd5d21
73 m²,"Wrocław, Krzyki, Huby",4 pokoje,6 712 zł/m²,https://www.otodom.pl/oferta/dwupoziomowe-rozkladowe-balkon-do-wprowadzenia-ID4452L.html#ba3fdd5d21
"44,67 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,8 619 zł/m²,https://www.otodom.pl/oferta/mieszkanie-z-pieknym-widokiem-ostatnie-na-tej-inw-ID444Xm.html#ba3fdd5d21
"44,93 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,8 569 zł/m²,https://www.otodom.pl/oferta/stablowice-zielono-cicho-duzy-balkon-miejsce-posto-ID444Xl.html#ba3fdd5d21
"44,93 m²","Wrocław, Psie Pole, Różanka",2 pokoje,8 569 zł/m²,https://www.otodom.pl/oferta/3-pokoje-pod-inwestycje-ID444Uk.html#ba3fdd5d21
39 m²,"Wrocław, Fabryczna",2 pokoje,9 462 zł/m²,https://www.otodom.pl/oferta/mieszkanie-po-kapitalnym-remoncie-rozklad-ID444Qo.html#ba3fdd5d21
"91,32 m²","Wrocław, Krzyki, Południe",3 pokoje,5 793 zł/m²,https://www.otodom.pl/oferta/centrum-3-pokoje-inwestycyjne-1-pietro-ID444Ph.html#ba3fdd5d21
50 m²,"Wrocław, Fabryczna",3 pokoje,8 360 zł/m²,https://www.otodom.pl/oferta/3-pokoje-rozklad-krzyki-ID43Xah.html#ba3fdd5d21
143 m²,"Wrocław, Krzyki",4 pokoje,działka 600 m²,https://www.otodom.pl/oferta/4-km-od-oltaszyna-blizniak-z-garazem-prawie-gotowy-ID444Ia.html#ba3fdd5d21
143 m²,"Wrocław, Stare Miasto",4 pokoje,działka 600 m²,https://www.otodom.pl/oferta/0kazja-lux-apartament-2-pok-stare-miasto-ID444DI.html#ba3fdd5d21
"61,59 m²","Wrocław, Stare Miasto",2 pokoje,6 478 zł/m²,https://www.otodom.pl/oferta/0kazja-lux-apartament-2-pok-stare-miasto-ID444DH.html#ba3fdd5d21
"82,50 m²","Wrocław, Śródmieście",4 pokoje,11 150 zł/m²,https://www.otodom.pl/oferta/prestizowe-w-centrum-ID444DD.html#ba3fdd5d21
"28,85 m²","Wrocław, Śródmieście",1 pokój,11 700 zł/m²,https://www.otodom.pl/oferta/luksusowa-kawalerka-ID444DA.html#ba3fdd5d21
"28,49 m²","Wrocław, Śródmieście",1 pokój,11 500 zł/m²,https://www.otodom.pl/oferta/luksusowa-kawalerka-ID444DB.html#ba3fdd5d21
"38,40 m²","Wrocław, Krzyki",2 pokoje,9 600 zł/m²,https://www.otodom.pl/oferta/przytulne-mieszkanie-idealna-lokalizacja-ID444Dz.html#ba3fdd5d21
46 m²,"Wrocław, Krzyki",2 pokoje,14 130 zł/m²,https://www.otodom.pl/oferta/przytulne-mieszkanie-ID444Dy.html#ba3fdd5d21
55 m²,"Wrocław, Krzyki, Borek",2 pokoje,12 364 zł/m²,https://www.otodom.pl/oferta/komfortowe-mieszkanie-ID444Dx.html#ba3fdd5d21
"69,32 m²","Wrocław, Krzyki, Huby",2 pokoje,8 353 zł/m²,https://www.otodom.pl/oferta/stylowe-mieszkanie-w-kamienicy-ID444Ds.html#ba3fdd5d21
56 m²,"Wrocław, Stare Miasto",2 pokoje,11 964 zł/m²,https://www.otodom.pl/oferta/mieszkanie-56-m-wroclaw-ID444CM.html#ba3fdd5d21
85 m²,"Wrocław, Psie Pole",7 pokoi,7 035 zł/m²,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-7-pokoi-we-wroclawiu-ID444yG.html#ba3fdd5d21
"88,10 m²","Wrocław, Psie Pole",4 pokoje,13 507 zł/m²,https://www.otodom.pl/oferta/olimpia-port-pierwsza-linia-zabudowy-od-rzeki-ID444ug.html#ba3fdd5d21
350 m²,"Wrocław, Fabryczna, Stabłowice",7 pokoi,działka 1 293 m²,https://www.otodom.pl/oferta/wroclaw-stablowice-pow-350m2-dzialka-1293m2-ID444u5.html#ba3fdd5d21
"40,21 m²","Wrocław, dolnośląskie",2 pokoje,9 785 zł/m²,https://www.otodom.pl/oferta/reprezentacyjna-inwestycja-znakomita-komunikacja-ID444sG.html#ba3fdd5d21
64 m²,"Wrocław, Fabryczna",3 pokoje,8 203 zł/m²,https://www.otodom.pl/oferta/3-pok-dwa-garaze-taras-o-pow-40-mkw-2011-r-ID43kWG.html#ba3fdd5d21
57 m²,"Wrocław, Śródmieście",3 pokoje,7 526 zł/m²,https://www.otodom.pl/oferta/3-pokojowe-na-biskupinie-media-miejskie-ID43oqm.html#ba3fdd5d21
"49,57 m²","Wrocław, Krzyki",3 pokoje,7 550 zł/m²,https://www.otodom.pl/oferta/przestronne-3-pokoje-oddanie-juz-w-lutym-ID444qs.html#ba3fdd5d21
"44,61 m²","Wrocław, dolnośląskie",2 pokoje,8 406 zł/m²,https://www.otodom.pl/oferta/swietne-mieszkanie-z-ogrodkirm-na-wojnowie-ID444qm.html#ba3fdd5d21
156 m²,"Wrocław, Fabryczna, Leśnica",5 pokoi,działka 1 200 m²,https://www.otodom.pl/oferta/na-sprzedaz-pol-domu-wroclaw-lesnica-ID3Pa6c.html#ba3fdd5d21
210 m²,"Wrocław, Psie Pole, Karłowice",7 pokoi,działka 438 m²,https://www.otodom.pl/oferta/przedwojenny-blizniak-w-dobrym-stanie-karlowice-ID444n6.html#ba3fdd5d21
155 m²,"Wrocław, Fabryczna, Żerniki",5 pokoi,działka 405 m²,https://www.otodom.pl/oferta/piekna-nieruchomosc-wroclaw-ul-skrzetuskiego-ID444j6.html#ba3fdd5d21
64 m²,"Wrocław, Krzyki, Jagodno",3 pokoje,6 728 zł/m²,https://www.otodom.pl/oferta/pelny-rozklad-balkon-5m2-gotowe-ID444hW.html#ba3fdd5d21
"42,96 m²","Wrocław, Krzyki, Tarnogaj",2 pokoje,9 690 zł/m²,https://www.otodom.pl/oferta/2-pokojowe-z-oddzielna-kuchnia-armii-krajowej-ID444hJ.html#ba3fdd5d21
"54,84 m²","Wrocław, Fabryczna, Stabłowice",3 pokoje,6 645 zł/m²,https://www.otodom.pl/oferta/2-pokojowe-na-stablowicach-gotowa-inwestycja-ID444hI.html#ba3fdd5d21
120 m²,"Wrocław, Psie Pole, Pawłowice",4 pokoje,działka 2 700 m²,https://www.otodom.pl/oferta/wolnostojacy-parterowy-dom-z-duza-dzialka-ID444gV.html#ba3fdd5d21
"18,34 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-18-ID43qPl.html#ba3fdd5d21
"18,43 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-16-ID43qPq.html#ba3fdd5d21
"18,24 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-14-ID43qPw.html#ba3fdd5d21
"18,31 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-13-ID43qPy.html#ba3fdd5d21
"18,34 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-12-ID43qPz.html#ba3fdd5d21
"18,34 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-11-ID43qPA.html#ba3fdd5d21
"31,72 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 059 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-10-ID43qPC.html#ba3fdd5d21
"32,24 m²","Wrocław, Psie Pole, Sołtysowice",2 pokoje,8 059 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-1-ID43qQi.html#ba3fdd5d21
"36,64 m²","Wrocław, Psie Pole, Sołtysowice",2 pokoje,7 867 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-a3-9-ID43qQk.html#ba3fdd5d21
"25,29 m²","Wrocław, Śródmieście, Plac Grunwaldzki",1 pokój,12 538 zł/m²,https://www.otodom.pl/oferta/nowoczesne-mikro-apartamenty-wykonczone-pod-klucz-ID44BXN.html#daa2c3f72c
"93,22 m²","Wrocław, Krzyki, Gaj",4 pokoje,7 606 zł/m²,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-na-gaju-z-tarasem-i-garazem-ID44A9c.html#daa2c3f72c
"93,21 m²","Wrocław, Fabryczna, Żerniki",4 pokoje,11 372 zł/m²,https://www.otodom.pl/oferta/inwestycja-premium-fabryczna-ID43Yyl.html#daa2c3f72c
"38,70 m²","Wrocław, Psie Pole, Sołtysowice",2 pokoje,7 867 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-a3-8-ID43qQo.html#daa2c3f72c
"43,07 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,7 739 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-a3-20-ID43qQs.html#daa2c3f72c
"42,87 m²","Wrocław, Psie Pole, Sołtysowice",2 pokoje,7 739 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b3-19-ID43qPk.html#daa2c3f72c
"25,12 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 443 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b0-14-ID43rcW.html#daa2c3f72c
"18,10 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b0-11-ID43rcX.html#daa2c3f72c
"18,28 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-a0-7-ID43rd9.html#daa2c3f72c
"36,64 m²","Wrocław, Psie Pole, Sołtysowice",2 pokoje,6 396 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-a-2-9-ID43rdt.html#daa2c3f72c
"18,34 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-a-3-12-ID441AD.html#daa2c3f72c
"18,19 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b0-6-ID43rcC.html#daa2c3f72c
"18,19 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b0-4-ID43rcJ.html#daa2c3f72c
"18,22 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b0-20-ID43rcN.html#daa2c3f72c
"41,66 m²","Wrocław, Psie Pole, Sołtysowice",2 pokoje,7 739 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b0-18-ID43rcQ.html#daa2c3f72c
"18,22 m²","Wrocław, Psie Pole, Sołtysowice",1 pokój,8 763 zł/m²,https://www.otodom.pl/oferta/soltysowicka-21c-mieszkanie-b0-16-ID43rcT.html#daa2c3f72c
"48,65 m²","Wrocław, Stare Miasto",2 pokoje,10 500 zł/m²,https://www.otodom.pl/oferta/apartamenty-halo-apartament-a-6-m1-ID43Av3.html#daa2c3f72c
"37,29 m²","Wrocław, Stare Miasto",2 pokoje,10 900 zł/m²,https://www.otodom.pl/oferta/apartamenty-halo-apartament-b-6-m6-ID43Ax1.html#daa2c3f72c
"48,78 m²","Wrocław, Stare Miasto",2 pokoje,10 000 zł/m²,https://www.otodom.pl/oferta/apartamenty-halo-apartament-a-3-m1-ID43onN.html#daa2c3f72c
"49,63 m²","Wrocław, Stare Miasto",2 pokoje,9 800 zł/m²,https://www.otodom.pl/oferta/apartamenty-halo-apartament-a-2-m4-ID43oo2.html#daa2c3f72c
"80,87 m²","Wrocław, Stare Miasto",4 pokoje,9 900 zł/m²,https://www.otodom.pl/oferta/apartamenty-halo-apartament-a-4-m7-ID43omj.html#daa2c3f72c
"53,87 m²","Wrocław, Stare Miasto",2 pokoje,10 100 zł/m²,https://www.otodom.pl/oferta/apartamenty-halo-apartament-a-4-m2-ID43ona.html#daa2c3f72c
"80,49 m²","Wrocław, Stare Miasto",4 pokoje,9 700 zł/m²,https://www.otodom.pl/oferta/apartamenty-halo-apartament-a-3-m7-ID43onl.html#daa2c3f72c
"38,20 m²","Wrocław, Fabryczna, Stabłowice",2 pokoje,7 950 zł/m²,https://www.otodom.pl/oferta/sloneczne-stablowice-zd2-1-1-8-2a-ID43ZIR.html#daa2c3f72c
"75,50 m²","Wrocław, Fabryczna, Stabłowice",4 pokoje,7 300 zł/m²,https://www.otodom.pl/oferta/sloneczne-stablowice-zd2-1-3-3-4k-ID43ZJd.html#daa2c3f72c
"68,90 m²","Wrocław, Śródmieście",4 pokoje,13 250 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-bl3-1-3-4-4a-ID43SJX.html#daa2c3f72c
"38,60 m²","Wrocław, Śródmieście",1 pokój,11 172 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-bp4-1-5-11-1k-ID43FIt.html#daa2c3f72c
"38,80 m²","Wrocław, Śródmieście",1 pokój,11 172 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-bp4-1-5-2-1k-ID43FIB.html#daa2c3f72c
72 m²,"Wrocław, Śródmieście",4 pokoje,12 650 zł/m²,https://www.otodom.pl/oferta/browary-wroclawskie-bl3-1-2-4-4a-ID43SJG.html#daa2c3f72c
"45,51 m²","Wrocław, Stare Miasto",3 pokoje,8 679 zł/m²,https://www.otodom.pl/oferta/3-po-idealne-pod-inwestycje-centrum-ID444eA.html#daa2c3f72c
"54,30 m²","Wrocław, Stare Miasto",3 pokoje,12 311 zł/m²,https://www.otodom.pl/oferta/river-point-km3-2-5-2-3a-ID43GmU.html#daa2c3f72c
"53,80 m²","Wrocław, Psie Pole",3 pokoje,8 094 zł/m²,https://www.otodom.pl/oferta/forma-a4-1-0-2-3a-ID43FQs.html#daa2c3f72c
"38,40 m²","Wrocław, Krzyki, Jagodno",2 pokoje,9 126 zł/m²,https://www.otodom.pl/oferta/cztery-pory-roku-j18-1-0-4-2a-ID43G48.html#daa2c3f72c
40 m²,"Wrocław, Śródmieście, Sępolno",2 pokoje,10 291 zł/m²,https://www.otodom.pl/oferta/olimpia-port-m31-3-3-8-2a-ID43Gjq.html#daa2c3f72c
"50,10 m²","Wrocław, Śródmieście, Sępolno",3 pokoje,9 090 zł/m²,https://www.otodom.pl/oferta/olimpia-port-m31-3-3-9-3a-ID43Gjr.html#daa2c3f72c
99 m²,"Wrocław, Śródmieście",6 pokoi,6 656 zł/m²,https://www.otodom.pl/oferta/inwestycyjne-wynajem-na-pokoje-pwr-ID444cv.html#daa2c3f72c
134 m²,"Wrocław, Krzyki",3 pokoje,4 910 zł/m²,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-z-garazem-w-centrum-miasta-ID444bg.html#daa2c3f72c
37 m²,"Wrocław, dolnośląskie",2 pokoje,12 162 zł/m²,https://www.otodom.pl/oferta/nyska-37m2-ogrod-2-pokoje-taras-ID4448U.html#daa2c3f72c
"36,12 m²","Wrocław, Krzyki, Klecina",2 pokoje,8 400 zł/m²,https://www.otodom.pl/oferta/nowe-mieszkanie-2-pok-36mkw-8400zl-mkw-ID4443t.html#daa2c3f72c
"27,77 m²","Wrocław, Krzyki, Klecina",1 pokój,9 049 zł/m²,https://www.otodom.pl/oferta/kawalerka-28mkw-kwadrans-od-centrum-wroclawia-ID4443s.html#daa2c3f72c
"48,87 m²","Wrocław, Krzyki, Klecina",3 pokoje,7 700 zł/m²,https://www.otodom.pl/oferta/nowe-mieszkanie-3-pok-49mkw-7700zl-mkw-ID4443r.html#daa2c3f72c
"44,61 m²","Wrocław, Psie Pole, Wojnów",2 pokoje,8 272 zł/m²,https://www.otodom.pl/oferta/dwa-pokoje-z-ogrodkiem-na-wojnowie-ID443ZK.html#daa2c3f72c
"59,30 m²","Wrocław, Krzyki, Jagodno",3 pokoje,7 000 zł/m²,https://www.otodom.pl/oferta/3-pokoje-na-jagodnie-ID443W1.html#daa2c3f72c
"27,92 m²","Wrocław, Krzyki, Borek",1 pokój,12 800 zł/m²,https://www.otodom.pl/oferta/apartament-przy-parku-tramwaj-ID443Tp.html#daa2c3f72c
58 m²,"Wrocław, Psie Pole, Karłowice",3 pokoje,13 621 zł/m²,https://www.otodom.pl/oferta/apartament-3-pokoje-stara-odra-residence-atal-ID43yuW.html#daa2c3f72c
58 m²,"Wrocław, dolnośląskie",3 pokoje,13 621 zł/m²,https://www.otodom.pl/oferta/idealny-lokal-na-twoj-biznes-centrum-wroclawia-ID443PI.html#daa2c3f72c
74 m²,"Wrocław, Fabryczna, Kozanów",5 pokoi,7 149 zł/m²,https://www.otodom.pl/oferta/gotowiec-inwestycyjny-media-miejskie-rozklad-ID443OH.html#daa2c3f72c
"77,53 m²","Wrocław, Śródmieście, Centrum",4 pokoje,12 600 zł/m²,https://www.otodom.pl/oferta/immense-terrasse-sur-le-toit-dernier-tage-ID443Oc.html#daa2c3f72c
"85,30 m²","Wrocław, Śródmieście, Centrum",4 pokoje,9 000 zł/m²,https://www.otodom.pl/oferta/2-balcons-spacieux-au-bord-de-la-rivire-ID443Ob.html#daa2c3f72c
"62,10 m²","Wrocław, Śródmieście, Centrum",3 pokoje,9 200 zł/m²,https://www.otodom.pl/oferta/grand-balcon-garde-robe-ensoleill-ID443O9.html#daa2c3f72c
"77,03 m²","Wrocław, Śródmieście, Centrum",4 pokoje,9 500 zł/m²,https://www.otodom.pl/oferta/grand-balcon-ensoleill-au-bord-de-la-rivire-ID443Oa.html#daa2c3f72c
"56,21 m²","Wrocław, Śródmieście, Centrum",2 pokoje,9 200 zł/m²,https://www.otodom.pl/oferta/appartement-confortable-au-bord-de-la-rivire-ID443O8.html#daa2c3f72c
83 m²,"Wrocław, Śródmieście, Ołbin",3 pokoje,6 900 zł/m²,https://www.otodom.pl/oferta/bezczynszowe-po-remoncie-3pokoje-83m2-olubin-ID443MR.html#daa2c3f72c
33 m²,"Wrocław, Psie Pole, Kleczków",2 pokoje,8 303 zł/m²,https://www.otodom.pl/oferta/2-pokoje-na-nadodrzu-33-m2-ID443ME.html#daa2c3f72c
100 m²,"Wrocław, Śródmieście",4 pokoje,9 500 zł/m²,https://www.otodom.pl/oferta/wroclaw-srodmiescie-ogrody-reja-4-o-pokojowe-z-gar-ID443IN.html#daa2c3f72c
74 m²,"Wrocław, Śródmieście, Ołbin",2 pokoje,6 892 zł/m²,https://www.otodom.pl/oferta/rozkladowe-miekszanie-na-srodmiesciu-ID443I9.html#daa2c3f72c
300 m²,"Wrocław, Fabryczna",5 pokoi,działka 630 m²,https://www.otodom.pl/oferta/dom-wolnostojacy-na-kuznikach-ID43cLR.html#daa2c3f72c
"38,51 m²","Wrocław, dolnośląskie",1 pokój,9 322 zł/m²,https://www.otodom.pl/oferta/odnowione-mieszkanie-38-51-mkw-nadodrze-ID443Ct.html#daa2c3f72c
"54,30 m²","Wrocław, Fabryczna, Stabłowice",3 pokoje,8 656 zł/m²,https://www.otodom.pl/oferta/cicha-i-spokojna-okolica-blisko-rzeczka-ID443Co.html#daa2c3f72c
